Number of Beds,Number of Paths,Area of Apartment,Location,Price,Links,Seller Name,Seller Link
5 Beds,6 Baths,550 Sq. M.,"King Mariout, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502647160.html,عمر شريف,nan
5 Beds,6 Baths,550 Sq. M.,"King Mariout, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502647160.html,عمر شريف,nan
2 Beds,2 Baths,125 Sq. M.,"Laurent, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502637304.html,Remax Vision 1,nan
2 Beds,2 Baths,125 Sq. M.,"Laurent, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502637304.html,Remax Vision 1,nan
3 Beds,1 Bath,190 Sq. M.,"Fleming, Alexandria","3,600,000",https://www.bayut.eg/en/property/details-502679542.html,Deyar Realestate,nan
3 Beds,1 Bath,190 Sq. M.,"Fleming, Alexandria","3,600,000",https://www.bayut.eg/en/property/details-502679542.html,Deyar Realestate,nan
4 Beds,3 Baths,225 Sq. M.,"The One, Smoha, Alexandria","11,220,000",https://www.bayut.eg/en/property/details-502650657.html,Mohamed Eldakak,https://www.bayut.eg/en/brokers/mohamed-eldakak-00000000-35ef-801f-8000-024213371337.html
4 Beds,3 Baths,225 Sq. M.,"The One, Smoha, Alexandria","11,220,000",https://www.bayut.eg/en/property/details-502650657.html,Mohamed Eldakak,https://www.bayut.eg/en/brokers/mohamed-eldakak-00000000-35ef-801f-8000-024213371337.html
2 Beds,2 Baths,115 Sq. M.,"Kilo 21, Agami, Alexandria","1,250,000",https://www.bayut.eg/en/property/details-502631162.html,Mohamed,nan
2 Beds,2 Baths,115 Sq. M.,"Kilo 21, Agami, Alexandria","1,250,000",https://www.bayut.eg/en/property/details-502631162.html,Mohamed,nan
3 Beds,3 Baths,163 Sq. M.,"Murooj, Smoha, Alexandria","9,454,000",https://www.bayut.eg/en/property/details-502650508.html,Tasheed,nan
3 Beds,3 Baths,163 Sq. M.,"Murooj, Smoha, Alexandria","9,454,000",https://www.bayut.eg/en/property/details-502650508.html,Tasheed,nan
3 Beds,1 Bath,110 Sq. M.,"Mandara, Alexandria","2,300,000",https://www.bayut.eg/en/property/details-502626828.html,First Choice,nan
3 Beds,1 Bath,110 Sq. M.,"Mandara, Alexandria","2,300,000",https://www.bayut.eg/en/property/details-502626828.html,First Choice,nan
3 Beds,2 Baths,145 Sq. M.,"Murooj, Smoha, Alexandria","7,523,000",https://www.bayut.eg/en/property/details-502625743.html,Mohab Ragab,nan
3 Beds,2 Baths,145 Sq. M.,"Murooj, Smoha, Alexandria","7,523,000",https://www.bayut.eg/en/property/details-502625743.html,Mohab Ragab,nan
2 Beds,1 Bath,108 Sq. M.,"Mandara, Alexandria","4,300,000",https://www.bayut.eg/en/property/details-502624502.html,Abdelrhim Abokila,https://www.bayut.eg/en/brokers/abdelrhim-abokila-00000000-44a4-801f-8000-024213371337.html
2 Beds,1 Bath,108 Sq. M.,"Mandara, Alexandria","4,300,000",https://www.bayut.eg/en/property/details-502624502.html,Abdelrhim Abokila,https://www.bayut.eg/en/brokers/abdelrhim-abokila-00000000-44a4-801f-8000-024213371337.html
3 Beds,3 Baths,145 Sq. M.,"Sawari, Moharam Bik, Alexandria","7,266,150",https://www.bayut.eg/en/property/details-502624452.html,Sara Sayed,nan
3 Beds,3 Baths,145 Sq. M.,"Sawari, Moharam Bik, Alexandria","7,266,150",https://www.bayut.eg/en/property/details-502624452.html,Sara Sayed,nan
3 Beds,2 Baths,200 Sq. M.,"Glim, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502624232.html,Mohammed Magdy,https://www.bayut.eg/en/brokers/mohammed-magdy-00000000-28ac-801f-8000-024213371337.html
3 Beds,2 Baths,200 Sq. M.,"Glim, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502624232.html,Mohammed Magdy,https://www.bayut.eg/en/brokers/mohammed-magdy-00000000-28ac-801f-8000-024213371337.html
3 Beds,2 Baths,160 Sq. M.,"Al Ibrahimiyyah, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502621875.html,Coldwell Banker New Alex,nan
3 Beds,2 Baths,160 Sq. M.,"Al Ibrahimiyyah, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502621875.html,Coldwell Banker New Alex,nan
3 Beds,3 Baths,276 Sq. M.,"Azarita, Alexandria","22,803,000",https://www.bayut.eg/en/property/details-502621850.html,Eslam Kamal,https://www.bayut.eg/en/brokers/eslam-kamal-00000000-430c-801f-8000-024213371337.html
3 Beds,3 Baths,276 Sq. M.,"Azarita, Alexandria","22,803,000",https://www.bayut.eg/en/property/details-502621850.html,Eslam Kamal,https://www.bayut.eg/en/brokers/eslam-kamal-00000000-430c-801f-8000-024213371337.html
3 Beds,2 Baths,140 Sq. M.,"Smoha, Alexandria","2,400,000",https://www.bayut.eg/en/property/details-502678288.html,Mai Ali,nan
3 Beds,2 Baths,140 Sq. M.,"Smoha, Alexandria","2,400,000",https://www.bayut.eg/en/property/details-502678288.html,Mai Ali,nan
3 Beds,2 Baths,145 Sq. M.,"Smoha, Alexandria","4,450,000",https://www.bayut.eg/en/property/details-502630608.html,جبل للاستثمار العقارى,nan
3 Beds,2 Baths,145 Sq. M.,"Smoha, Alexandria","4,450,000",https://www.bayut.eg/en/property/details-502630608.html,جبل للاستثمار العقارى,nan
3 Beds,3 Baths,208 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502627061.html,Youstina Gendy,nan
3 Beds,3 Baths,208 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502627061.html,Youstina Gendy,nan
2 Beds,3 Baths,119 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","11,626,000",https://www.bayut.eg/en/property/details-502626736.html,Ahmed Abdallah,nan
2 Beds,3 Baths,119 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","11,626,000",https://www.bayut.eg/en/property/details-502626736.html,Ahmed Abdallah,nan
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
5 Beds,3 Baths,270 Sq. M.,"Alex West, Agami, Alexandria","25,000,000",https://www.bayut.eg/en/property/details-502626575.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
5 Beds,3 Baths,270 Sq. M.,"Alex West, Agami, Alexandria","25,000,000",https://www.bayut.eg/en/property/details-502626575.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
5 Beds,3 Baths,270 Sq. M.,"Alex West, Agami, Alexandria","25,000,000",https://www.bayut.eg/en/property/details-502626575.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
5 Beds,2 Baths,300 Sq. M.,"Miami, Alexandria","5,100,000",https://www.bayut.eg/en/property/details-502626075.html,Ahmed Gaber,https://www.bayut.eg/en/brokers/ahmed-gaber-c3edb3fe-92e0-4df3-afd5-62d1589047c4.html
5 Beds,2 Baths,300 Sq. M.,"Miami, Alexandria","5,100,000",https://www.bayut.eg/en/property/details-502626075.html,Ahmed Gaber,https://www.bayut.eg/en/brokers/ahmed-gaber-c3edb3fe-92e0-4df3-afd5-62d1589047c4.html
3 Beds,2 Baths,170 Sq. M.,"Sporting, Alexandria","4,100,000",https://www.bayut.eg/en/property/details-502625771.html,Abdelrhman Ibrahim,nan
3 Beds,2 Baths,170 Sq. M.,"Sporting, Alexandria","4,100,000",https://www.bayut.eg/en/property/details-502625771.html,Abdelrhman Ibrahim,nan
5 Beds,3 Baths,209 Sq. M.,"The One, Smoha, Alexandria","15,611,000",https://www.bayut.eg/en/property/details-502625668.html,Nadia Salem,nan
5 Beds,3 Baths,209 Sq. M.,"The One, Smoha, Alexandria","15,611,000",https://www.bayut.eg/en/property/details-502625668.html,Nadia Salem,nan
3 Beds,1 Bath,155 Sq. M.,"Al Ibrahimiyyah, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502624654.html,Mohamed Mokhtar,nan
3 Beds,1 Bath,155 Sq. M.,"Al Ibrahimiyyah, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502624654.html,Mohamed Mokhtar,nan
4 Beds,3 Baths,196 Sq. M.,"The One, Smoha, Alexandria","14,359,000",https://www.bayut.eg/en/property/details-502624639.html,Nadia Salem,nan
4 Beds,3 Baths,196 Sq. M.,"The One, Smoha, Alexandria","14,359,000",https://www.bayut.eg/en/property/details-502624639.html,Nadia Salem,nan
3 Beds,3 Baths,169 Sq. M.,"The One, Smoha, Alexandria","12,866,000",https://www.bayut.eg/en/property/details-502624556.html,Nadia Salem,nan
3 Beds,3 Baths,169 Sq. M.,"The One, Smoha, Alexandria","12,866,000",https://www.bayut.eg/en/property/details-502624556.html,Nadia Salem,nan
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","7,000,000",https://www.bayut.eg/en/property/details-502624134.html,Tasheed,nan
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","7,000,000",https://www.bayut.eg/en/property/details-502624134.html,Tasheed,nan
5 Beds,5 Baths,388 Sq. M.,"King Mariout, Alexandria","5,500,000",https://www.bayut.eg/en/property/details-502623749.html,El Razk Real Estate,nan
5 Beds,5 Baths,388 Sq. M.,"King Mariout, Alexandria","5,500,000",https://www.bayut.eg/en/property/details-502623749.html,El Razk Real Estate,nan
3 Beds,3 Baths,210 Sq. M.,"Orouba Skyline, Smoha, Alexandria","7,500,000",https://www.bayut.eg/en/property/details-502622704.html,Mohammed Magdy,https://www.bayut.eg/en/brokers/mohammed-magdy-00000000-28ac-801f-8000-024213371337.html
3 Beds,3 Baths,210 Sq. M.,"Orouba Skyline, Smoha, Alexandria","7,500,000",https://www.bayut.eg/en/property/details-502622704.html,Mohammed Magdy,https://www.bayut.eg/en/brokers/mohammed-magdy-00000000-28ac-801f-8000-024213371337.html
1 Bed,2 Baths,105 Sq. M.,"The One, Smoha, Alexandria","6,921,000",https://www.bayut.eg/en/property/details-502621702.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
1 Bed,2 Baths,105 Sq. M.,"The One, Smoha, Alexandria","6,921,000",https://www.bayut.eg/en/property/details-502621702.html,Karim Abd Elrazik,https://www.bayut.eg/en/brokers/karim-abd-elrazik-00000000-3e44-801f-8000-024213371337.html
4 Beds,3 Baths,183 Sq. M.,"Orouba Skyline, Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502621673.html,Sara Sayed,nan
4 Beds,3 Baths,183 Sq. M.,"Orouba Skyline, Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502621673.html,Sara Sayed,nan
3 Beds,2 Baths,178 Sq. M.,"Laurent, Alexandria","6,230,000",https://www.bayut.eg/en/property/details-502620156.html,Moaaz Tarek,nan
3 Beds,2 Baths,178 Sq. M.,"Laurent, Alexandria","6,230,000",https://www.bayut.eg/en/property/details-502620156.html,Moaaz Tarek,nan
3 Beds,2 Baths,160 Sq. M.,"Gianaclis, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502619967.html,Toaa Salah,https://www.bayut.eg/en/brokers/toaa-salah-00000000-330f-801f-8000-024213371337.html
3 Beds,2 Baths,160 Sq. M.,"Gianaclis, Alexandria","5,000,000",https://www.bayut.eg/en/property/details-502619967.html,Toaa Salah,https://www.bayut.eg/en/brokers/toaa-salah-00000000-330f-801f-8000-024213371337.html
3 Beds,2 Baths,200 Sq. M.,"Fleming, Alexandria","5,400,000",https://www.bayut.eg/en/property/details-502619798.html,Omar Eraky,https://www.bayut.eg/en/brokers/omar-eraky-00000000-3f95-801f-8000-024213371337.html
3 Beds,2 Baths,200 Sq. M.,"Fleming, Alexandria","5,400,000",https://www.bayut.eg/en/property/details-502619798.html,Omar Eraky,https://www.bayut.eg/en/brokers/omar-eraky-00000000-3f95-801f-8000-024213371337.html
2 Beds,1 Bath,85 Sq. M.,"Nakheel, Alexandria","670,000",https://www.bayut.eg/en/property/details-502631151.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,85 Sq. M.,"Nakheel, Alexandria","670,000",https://www.bayut.eg/en/property/details-502631151.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,220 Sq. M.,"Smoha, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502630566.html,Ahmed Reda,nan
3 Beds,2 Baths,220 Sq. M.,"Smoha, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502630566.html,Ahmed Reda,nan
3 Beds,1 Bath,124 Sq. M.,"Smoha, Alexandria","2,850,000",https://www.bayut.eg/en/property/details-502626977.html,Mohamed Afify,nan
3 Beds,1 Bath,124 Sq. M.,"Smoha, Alexandria","2,850,000",https://www.bayut.eg/en/property/details-502626977.html,Mohamed Afify,nan
2 Beds,1 Bath,130 Sq. M.,"Sidi Gaber, Alexandria","4,200,000",https://www.bayut.eg/en/property/details-502626919.html,Saad Mohammed,nan
2 Beds,1 Bath,130 Sq. M.,"Sidi Gaber, Alexandria","4,200,000",https://www.bayut.eg/en/property/details-502626919.html,Saad Mohammed,nan
3 Beds,1 Bath,130 Sq. M.,"Roushdy, Alexandria","5,500,000",https://www.bayut.eg/en/property/details-502626507.html,Nirmeen Salem,https://www.bayut.eg/en/brokers/nirmeen-salem-00000000-4d8c-801f-8000-024213371337.html
3 Beds,1 Bath,130 Sq. M.,"Roushdy, Alexandria","5,500,000",https://www.bayut.eg/en/property/details-502626507.html,Nirmeen Salem,https://www.bayut.eg/en/brokers/nirmeen-salem-00000000-4d8c-801f-8000-024213371337.html
4 Beds,3 Baths,197 Sq. M.,"The One, Smoha, Alexandria","12,290,000",https://www.bayut.eg/en/property/details-502626490.html,Nada Shahin,https://www.bayut.eg/en/brokers/nada-shahin-ead2e04c-fa49-45b7-89f2-060d8642a375.html
4 Beds,3 Baths,197 Sq. M.,"The One, Smoha, Alexandria","12,290,000",https://www.bayut.eg/en/property/details-502626490.html,Nada Shahin,https://www.bayut.eg/en/brokers/nada-shahin-ead2e04c-fa49-45b7-89f2-060d8642a375.html
2 Beds,1 Bath,111 Sq. M.,"Alex West, Agami, Alexandria","5,260,000",https://www.bayut.eg/en/property/details-502626394.html,Ibrahim,nan
2 Beds,1 Bath,111 Sq. M.,"Alex West, Agami, Alexandria","5,260,000",https://www.bayut.eg/en/property/details-502626394.html,Ibrahim,nan
3 Beds,1 Bath,125 Sq. M.,"Cleopatra, Alexandria","2,400,000",https://www.bayut.eg/en/property/details-502626306.html,Saad Mohammed,nan
3 Beds,1 Bath,125 Sq. M.,"Cleopatra, Alexandria","2,400,000",https://www.bayut.eg/en/property/details-502626306.html,Saad Mohammed,nan
4 Beds,3 Baths,255 Sq. M.,"Azarita, Alexandria","17,000,000",https://www.bayut.eg/en/property/details-502626175.html,Abdelrahman Ismail,https://www.bayut.eg/en/brokers/abdelrahman-ismail-5e673417-a71b-473f-9d51-0763ed9e8081.html
4 Beds,3 Baths,255 Sq. M.,"Azarita, Alexandria","17,000,000",https://www.bayut.eg/en/property/details-502626175.html,Abdelrahman Ismail,https://www.bayut.eg/en/brokers/abdelrahman-ismail-5e673417-a71b-473f-9d51-0763ed9e8081.html
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
2 Beds,1 Bath,90 Sq. M.,"Sidi Beshr, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502625966.html,Saad Mohammed,nan
2 Beds,1 Bath,90 Sq. M.,"Sidi Beshr, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502625966.html,Saad Mohammed,nan
2 Beds,1 Bath,90 Sq. M.,"Sidi Beshr, Alexandria","1,800,000",https://www.bayut.eg/en/property/details-502625966.html,Saad Mohammed,nan
2 Beds,1 Bath,112 Sq. M.,"Smoha, Alexandria","7,500,000",https://www.bayut.eg/en/property/details-502625943.html,Lenda Saed,https://www.bayut.eg/en/brokers/lenda-saed-21b10443-dd51-481c-8ed7-471663aba9b5.html
2 Beds,1 Bath,112 Sq. M.,"Smoha, Alexandria","7,500,000",https://www.bayut.eg/en/property/details-502625943.html,Lenda Saed,https://www.bayut.eg/en/brokers/lenda-saed-21b10443-dd51-481c-8ed7-471663aba9b5.html
6 Beds,6 Baths,487 Sq. M.,"Jewar, King Mariout, Alexandria","23,500,000",https://www.bayut.eg/en/property/details-502625937.html,Mustafa Zaki,nan
6 Beds,6 Baths,487 Sq. M.,"Jewar, King Mariout, Alexandria","23,500,000",https://www.bayut.eg/en/property/details-502625937.html,Mustafa Zaki,nan
5 Beds,5 Baths,900 Sq. M.,"King Mariout, Alexandria","10,000,000",https://www.bayut.eg/en/property/details-502623687.html,Mahmoud,https://www.bayut.eg/en/brokers/mahmoud-00000000-4ef4-801f-8000-024213371337.html
5 Beds,5 Baths,900 Sq. M.,"King Mariout, Alexandria","10,000,000",https://www.bayut.eg/en/property/details-502623687.html,Mahmoud,https://www.bayut.eg/en/brokers/mahmoud-00000000-4ef4-801f-8000-024213371337.html
3 Beds,2 Baths,225 Sq. M.,"Glim, Alexandria","7,900,000",https://www.bayut.eg/en/property/details-502621429.html,Omar Eraky,https://www.bayut.eg/en/brokers/omar-eraky-00000000-3f95-801f-8000-024213371337.html
3 Beds,2 Baths,225 Sq. M.,"Glim, Alexandria","7,900,000",https://www.bayut.eg/en/property/details-502621429.html,Omar Eraky,https://www.bayut.eg/en/brokers/omar-eraky-00000000-3f95-801f-8000-024213371337.html
3 Beds,2 Baths,185 Sq. M.,"Sporting, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-502621269.html,Coldwell Banker New Alex,nan
3 Beds,2 Baths,185 Sq. M.,"Sporting, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-502621269.html,Coldwell Banker New Alex,nan
2 Beds,1 Bath,105 Sq. M.,"Sidi Beshr, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502621056.html,Coldwell Banker New Alex,nan
2 Beds,1 Bath,105 Sq. M.,"Sidi Beshr, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502621056.html,Coldwell Banker New Alex,nan
5 Beds,2 Baths,175 Sq. M.,"Laurent, Alexandria","5,500,000",https://www.bayut.eg/en/property/details-502627157.html,Mahmoud Alrahmany,nan
5 Beds,2 Baths,175 Sq. M.,"Laurent, Alexandria","5,500,000",https://www.bayut.eg/en/property/details-502627157.html,Mahmoud Alrahmany,nan
3 Beds,3 Baths,207 Sq. M.,"Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502627105.html,Salma Salem,https://www.bayut.eg/en/brokers/salma-salem-00000000-3563-801f-8000-024213371337.html
3 Beds,3 Baths,207 Sq. M.,"Smoha, Alexandria","9,500,000",https://www.bayut.eg/en/property/details-502627105.html,Salma Salem,https://www.bayut.eg/en/brokers/salma-salem-00000000-3563-801f-8000-024213371337.html
3 Beds,2 Baths,175 Sq. M.,"Shatby, Alexandria","7,000,000",https://www.bayut.eg/en/property/details-502624775.html,Omar Eraky,https://www.bayut.eg/en/brokers/omar-eraky-00000000-3f95-801f-8000-024213371337.html
3 Beds,2 Baths,175 Sq. M.,"Shatby, Alexandria","7,000,000",https://www.bayut.eg/en/property/details-502624775.html,Omar Eraky,https://www.bayut.eg/en/brokers/omar-eraky-00000000-3f95-801f-8000-024213371337.html
2 Beds,2 Baths,147 Sq. M.,"Laurent, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502624089.html,Manal Ashraf,https://www.bayut.eg/en/brokers/manal-ashraf-dda6b266-c148-4db6-b60a-fdd465edf6c4.html
2 Beds,2 Baths,147 Sq. M.,"Laurent, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502624089.html,Manal Ashraf,https://www.bayut.eg/en/brokers/manal-ashraf-dda6b266-c148-4db6-b60a-fdd465edf6c4.html
2 Beds,2 Baths,210 Sq. M.,"Kafr Abdo, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502622406.html,Zeyad Mohamed,https://www.bayut.eg/en/brokers/zeyad-mohamed-00000000-341c-801f-8000-024213371337.html
2 Beds,2 Baths,210 Sq. M.,"Kafr Abdo, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502622406.html,Zeyad Mohamed,https://www.bayut.eg/en/brokers/zeyad-mohamed-00000000-341c-801f-8000-024213371337.html
3 Beds,2 Baths,130 Sq. M.,"Cleopatra, Alexandria","4,600,000",https://www.bayut.eg/en/property/details-502620589.html,Coldwell Banker New Alex,nan
3 Beds,2 Baths,130 Sq. M.,"Cleopatra, Alexandria","4,600,000",https://www.bayut.eg/en/property/details-502620589.html,Coldwell Banker New Alex,nan
3 Beds,3 Baths,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502633102.html,Tasheed,nan
